Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
aarschaans,N,10,"['aar', 'sch', 'aan', 's']",3,0.6,661.54,1.0
aarschein,N,9,"['aar', 'sche', 'in']",2,0.67,634.5,1.0
aarsien,N,7,"['aar', 's', 'ien']",2,0.57,611.68,0.97
aarst,N,5,"['aar', 'st']",1,0.6,729.37,0.92
aarstands,N,9,"['aar', 'stand', 's']",2,0.67,711.67,0.95
aartol,N,6,"['aar', 't', 'ol']",2,0.5,620.03,1.0
aarwel,N,6,"['aar', 'wel']",1,0.67,703.46,1.0
aarwouw,N,7,"['aar', 'w', 'ouw']",2,0.57,633.72,1.0
aat,N,3,['aat'],0,0.67,704.59,1.0
aatslas,N,7,"['aat', 'sl', 'as']",2,0.57,584.35,1.0
ab,N,2,['ab'],0,0.5,626.21,0.9
abant,N,5,"['ab', 'ant']",1,0.6,607.64,1.0
abbes,N,5,"['ab', 'be', 's']",2,0.4,600.85,1.0
abdent,N,6,"['ab', 'den', 't']",2,0.5,654.71,0.97
abert,N,5,"['a', 'ber', 't']",2,0.4,643.87,1.0
abras,N,5,"['ab', 'ra', 's']",2,0.4,652.55,0.92
abree,N,5,"['ab', 're', 'e']",2,0.4,586.86,0.95
absald,N,6,"['ab', 's', 'al', 'd']",3,0.33,628.39,1.0
absept,N,6,"['ab', 'se', 'pt']",2,0.5,688.09,0.95
abstrelt,N,8,"['ab', 'str', 'elt']",2,0.62,609.56,1.0
abte,N,4,"['ab', 'te']",1,0.5,734.35,0.74
achterds,N,8,"['acht', 'erd', 's']",2,0.62,752.47,1.0
achtjaan,N,8,"['acht', 'j', 'aan']",2,0.62,744.0,0.97
achts,N,5,"['acht', 's']",1,0.6,836.83,0.62
acool,N,5,"['ac', 'ool']",1,0.6,664.28,1.0
acteept,N,7,"['ac', 'te', 'e', 'pt']",3,0.43,702.38,0.97
aden,N,4,"['a', 'den']",1,0.5,672.87,1.0
adgent,N,6,"['ad', 'gen', 't']",2,0.5,630.36,1.0
adhees,N,6,"['ad', 'he', 'es']",2,0.5,575.28,1.0
adim,N,4,"['ad', 'im']",1,0.5,547.87,1.0
adit,N,4,"['ad', 'it']",1,0.5,579.64,1.0
adooi,N,5,"['ad', 'ooi']",1,0.6,594.79,1.0
adrak,N,5,"['ad', 'ra', 'k']",2,0.4,601.28,1.0
adries,N,6,"['ad', 'r', 'ies']",2,0.5,693.78,0.97
aduus,N,5,"['ad', 'u', 'us']",2,0.4,600.36,0.95
adwel,N,5,"['ad', 'wel']",1,0.6,583.08,1.0
adzie,N,5,"['ad', 'zie']",1,0.6,575.54,1.0
aeik,N,4,"['a', 'e', 'ik']",2,0.25,562.31,1.0
afbinst,N,7,"['af', 'b', 'in', 'st']",3,0.43,627.59,1.0
afbrenk,N,7,"['af', 'br', 'enk']",2,0.57,696.62,0.95
afdrijk,N,7,"['af', 'dr', 'ijk']",2,0.57,661.08,0.97
afdrook,N,7,"['af', 'dr', 'ook']",2,0.57,686.81,0.9
afes,N,4,"['af', 'es']",1,0.5,576.65,0.97
afgas,N,5,"['af', 'g', 'as']",2,0.4,772.74,0.87
afhoen,N,6,"['af', 'h', 'oen']",2,0.5,628.55,1.0
afhoer,N,6,"['af', 'ho', 'er']",2,0.5,685.88,0.92
afmoer,N,6,"['af', 'mo', 'er']",2,0.5,654.31,0.95
afmorst,N,7,"['af', 'm', 'or', 'st']",3,0.43,648.33,0.9
afschef,N,7,"['af', 'sch', 'ef']",2,0.57,706.43,0.9
aftacht,N,7,"['a', 'ft', 'acht']",2,0.57,677.84,0.95
aftad,N,5,"['a', 'ft', 'ad']",2,0.4,645.78,0.95
aftijn,N,6,"['a', 'ft', 'ijn']",2,0.5,620.82,1.0
afuun,N,5,"['af', 'u', 'un']",2,0.4,558.21,1.0
afwers,N,6,"['af', 'w', 'ers']",2,0.5,673.08,1.0
ag,N,2,['ag'],0,0.5,588.87,1.0
aghu,N,4,"['ag', 'hu']",1,0.5,536.41,1.0
aghu's,N,6,"['ag', 'hu', ""'"", 's']",3,0.33,560.44,1.0
agi,N,3,"['ag', 'i']",1,0.33,561.87,0.97
ahs,N,3,"['a', 'h', 's']",2,0.0,550.0,1.0
aillan,N,6,"['a', 'il', 'lan']",2,0.5,585.59,1.0
ain,N,3,"['a', 'in']",1,0.33,569.92,1.0
ak,N,2,['ak'],0,0.5,639.78,0.95
ake,N,3,"['ak', 'e']",1,0.33,612.61,0.97
akhums,N,6,"['ak', 'hu', 'm', 's']",3,0.33,583.44,1.0
akind,N,5,"['ak', 'ind']",1,0.6,563.89,1.0
akkeeld,N,7,"['ak', 'ke', 'eld']",2,0.57,594.95,1.0
akkent,N,6,"['ak', 'ken', 't']",2,0.5,620.95,0.97
akloop,N,6,"['ak', 'l', 'oop']",2,0.5,609.03,1.0
akse,N,4,"['ak', 'se']",1,0.5,638.44,1.0
akter,N,5,"['ak', 'ter']",1,0.6,697.32,0.92
akwal,N,5,"['ak', 'w', 'al']",2,0.4,576.24,0.97
alars,N,5,"['al', 'ar', 's']",2,0.4,634.65,0.95
albecht,N,7,"['al', 'be', 'cht']",2,0.57,648.26,0.97
alde,N,4,"['al', 'de']",1,0.5,572.21,1.0
aldenkt,N,7,"['al', 'den', 'kt']",2,0.57,659.87,1.0
alders,N,6,"['al', 'ders']",1,0.67,661.03,1.0
aldes,N,5,"['al', 'de', 's']",2,0.4,594.66,0.97
aleem,N,5,"['ale', 'em']",1,0.6,550.95,0.97
alerf,N,5,"['al', 'er', 'f']",2,0.4,633.87,1.0
alfaar,N,6,"['al', 'f', 'aar']",2,0.5,668.39,0.97
alfjaar,N,7,"['al', 'f', 'jaar']",2,0.57,730.95,1.0
algang,N,6,"['al', 'g', 'ang']",2,0.5,641.32,0.9
algel,N,5,"['al', 'gel']",1,0.6,600.37,1.0
algoei,N,6,"['al', 'goe', 'i']",2,0.5,591.84,0.97
alhom,N,5,"['al', 'h', 'om']",2,0.4,611.18,1.0
almeid,N,6,"['al', 'me', 'id']",2,0.5,614.39,1.0
almes,N,5,"['al', 'me', 's']",2,0.4,624.59,1.0
alteems,N,7,"['al', 'te', 'em', 's']",3,0.43,640.55,0.97
altisch,N,7,"['al', 't', 'isch']",2,0.57,726.17,0.92
alvang,N,6,"['al', 'van', 'g']",2,0.5,702.24,0.97
alve,N,4,"['al', 've']",1,0.5,600.18,1.0
alvier,N,6,"['al', 'vier']",1,0.67,693.83,0.97
ambtaan,N,7,"['am', 'b', 't', 'aan']",3,0.43,756.38,1.0
ame,N,3,"['a', 'me']",1,0.33,695.44,0.95
amfer,N,5,"['am', 'f', 'er']",2,0.4,615.53,0.92
amliep,N,6,"['am', 'lie', 'p']",2,0.5,616.22,0.95
amme,N,4,"['am', 'me']",1,0.5,618.56,1.0
ammer,N,5,"['am', 'mer']",1,0.6,621.11,0.92
amnaan,N,6,"['am', 'n', 'aan']",2,0.5,661.33,1.0
amoen,N,5,"['am', 'oen']",1,0.6,562.97,1.0
ampkrag,N,7,"['amp', 'k', 'ra', 'g']",3,0.43,583.59,1.0
ampkrig,N,7,"['amp', 'kr', 'ig']",2,0.57,667.19,1.0
amplaas,N,7,"['am', 'pl', 'aas']",2,0.57,632.15,1.0
ampland,N,7,"['amp', 'land']",1,0.71,587.74,0.97
amret,N,5,"['am', 'r', 'et']",2,0.4,554.26,1.0
ams,N,3,"['am', 's']",1,0.33,600.85,1.0
amschaak,N,8,"['am', 'sch', 'aak']",2,0.62,646.32,1.0
amslaan,N,7,"['am', 'sl', 'aan']",2,0.57,704.92,0.97
amstuk,N,6,"['am', 'st', 'uk']",2,0.5,718.26,1.0
amtrand,N,7,"['am', 't', 'r', 'and']",3,0.43,624.1,1.0
amvocht,N,7,"['am', 'vo', 'cht']",2,0.57,610.62,1.0
anam,N,4,"['an', 'am']",1,0.5,584.54,1.0
anda,N,4,"['and', 'a']",1,0.5,591.95,1.0
andang,N,6,"['and', 'ang']",1,0.67,596.74,1.0
andicht,N,7,"['and', 'icht']",1,0.71,585.74,1.0
andooi,N,6,"['and', 'ooi']",1,0.67,590.79,1.0
andos,N,5,"['and', 'os']",1,0.6,562.9,1.0
anen,N,4,"['an', 'en']",1,0.5,626.58,0.97
anghoord,N,8,"['ang', 'h', 'oord']",2,0.62,633.21,1.0
anghoordt,N,9,"['ang', 'h', 'oor', 'dt']",3,0.56,638.79,1.0
angrans,N,7,"['an', 'gr', 'an', 's']",3,0.43,613.73,1.0
angstzwaam,N,10,"['ang', 'st', 'zw', 'aam']",3,0.6,825.43,0.92
angszee,N,7,"['ang', 's', 'ze', 'e']",3,0.43,632.7,1.0
angt,N,4,"['ang', 't']",1,0.5,784.5,0.36
annast,N,6,"['an', 'na', 'st']",2,0.5,584.46,1.0
annue,N,5,"['an', 'nu', 'e']",2,0.4,670.65,1.0
anpo,N,4,"['an', 'po']",1,0.5,560.79,1.0
anre,N,4,"['an', 're']",1,0.5,577.33,1.0
anren,N,5,"['an', 'ren']",1,0.6,595.74,1.0
ansels,N,6,"['an', 'sel', 's']",2,0.5,594.97,1.0
antrog,N,6,"['ant', 'ro', 'g']",2,0.5,551.59,0.97
antsteel,N,8,"['ant', 'ste', 'el']",2,0.62,604.73,0.97
anveen,N,6,"['an', 'v', 'een']",2,0.5,588.95,0.97
anver,N,5,"['an', 'ver']",1,0.6,612.29,1.0
anwaar,N,6,"['an', 'waar']",1,0.67,634.74,1.0
anwin,N,5,"['an', 'win']",1,0.6,595.32,0.97
anzecht,N,7,"['an', 'ze', 'cht']",2,0.57,615.66,1.0
anzert,N,6,"['an', 'z', 'ert']",2,0.5,623.21,1.0
anzucht,N,7,"['an', 'z', 'u', 'cht']",3,0.43,697.54,0.97
ap,N,2,['ap'],0,0.5,639.73,0.95
apaan,N,5,"['ap', 'aan']",1,0.6,582.32,1.0
apel,N,4,"['ap', 'el']",1,0.5,713.93,0.74
apers,N,5,"['ap', 'ers']",1,0.6,663.94,0.92
apgels,N,6,"['ap', 'gel', 's']",2,0.5,603.43,0.97
apneet,N,6,"['ap', 'ne', 'et']",2,0.5,590.79,1.0
apos,N,4,"['ap', 'os']",1,0.5,591.7,0.97
appen,N,5,"['ap', 'pen']",1,0.6,655.63,0.95
appes,N,5,"['ap', 'p', 'es']",2,0.4,628.28,1.0
appis,N,5,"['ap', 'p', 'is']",2,0.4,574.23,1.0
aps,N,3,"['ap', 's']",1,0.33,583.0,0.95
apteer,N,6,"['ap', 'te', 'er']",2,0.5,632.0,1.0
aptiem,N,6,"['ap', 't', 'iem']",2,0.5,616.18,1.0
ard,N,3,['ard'],0,0.67,570.33,1.0
ardaak,N,6,"['ard', 'aak']",1,0.67,570.95,0.97
arder,N,5,"['ar', 'der']",1,0.6,653.89,1.0
ardeur,N,6,"['ar', 'de', 'ur']",2,0.5,596.75,1.0
ardog,N,5,"['ard', 'og']",1,0.6,599.5,1.0
arf,N,3,"['ar', 'f']",1,0.33,629.5,1.0
arkee,N,5,"['ar', 'ke', 'e']",2,0.4,589.77,1.0
arkweef,N,7,"['ar', 'k', 'wee', 'f']",3,0.43,598.08,1.0
armers,N,6,"['ar', 'mers']",1,0.67,855.54,0.74
arnast,N,6,"['ar', 'na', 'st']",2,0.5,622.33,1.0
arnient,N,7,"['ar', 'n', 'ien', 't']",3,0.43,598.58,1.0
arrijd,N,6,"['ar', 'rij', 'd']",2,0.5,594.13,0.97
arschrift,N,9,"['ar', 'sch', 'ri', 'ft']",3,0.56,630.47,0.97
arschrikt,N,9,"['ar', 'sch', 'r', 'ik', 't']",4,0.44,673.71,1.0
arsel,N,5,"['ar', 'sel']",1,0.6,651.55,1.0
arsels,N,6,"['ar', 'sel', 's']",2,0.5,625.92,0.95
arsen,N,5,"['ar', 'sen']",1,0.6,670.26,0.95
arslag,N,6,"['ar', 'slag']",1,0.67,634.46,1.0
artij,N,5,"['ar', 'tij']",1,0.6,627.33,1.0
artocht,N,7,"['ar', 'to', 'cht']",2,0.57,675.39,0.97
arvaar,N,6,"['ar', 'v', 'aar']",2,0.5,626.5,0.97
arweg,N,5,"['ar', 'weg']",1,0.6,588.54,0.97
arwies,N,6,"['ar', 'w', 'ies']",2,0.5,579.36,0.97
arza,N,4,"['ar', 'za']",1,0.5,559.92,1.0
arzie,N,5,"['ar', 'zie']",1,0.6,584.33,1.0
asca's,N,6,"['as', 'c', 'a', ""'"", 's']",4,0.17,614.11,1.0
asen,N,4,"['as', 'en']",1,0.5,730.21,0.92
asfonk,N,6,"['as', 'f', 'on', 'k']",3,0.33,635.74,0.97
asgaan,N,6,"['as', 'gaan']",1,0.67,619.61,1.0
asgroef,N,7,"['as', 'groe', 'f']",2,0.57,609.6,1.0
asha,N,4,"['as', 'ha']",1,0.5,640.43,0.95
ashaar,N,6,"['as', 'haar']",1,0.67,641.54,1.0
asho,N,4,"['as', 'ho']",1,0.5,548.46,1.0
askad,N,5,"['as', 'k', 'ad']",2,0.4,560.92,1.0
asker,N,5,"['as', 'ker']",1,0.6,708.97,0.97
askers,N,6,"['as', 'k', 'ers']",2,0.5,679.47,0.92
asleer,N,6,"['as', 'le', 'er']",2,0.5,648.38,0.97
asmars,N,6,"['as', 'mar', 's']",2,0.5,615.03,1.0
asnact,N,6,"['as', 'na', 'ct']",2,0.5,615.62,1.0
asser,N,5,"['as', 'ser']",1,0.6,624.14,0.95
assiek,N,6,"['as', 's', 'iek']",2,0.5,660.19,1.0
asstel,N,6,"['as', 'stel']",1,0.67,677.92,1.0
astee,N,5,"['a', 'ste', 'e']",2,0.4,581.23,1.0
asts,N,4,"['ast', 's']",1,0.5,626.1,1.0
asuun,N,5,"['as', 'u', 'un']",2,0.4,587.23,1.0
ate,N,3,"['at', 'e']",1,0.33,607.32,1.0
atel,N,4,"['at', 'el']",1,0.5,597.62,0.97
atens,N,5,"['aten', 's']",1,0.6,629.9,1.0
atert,N,5,"['at', 'ert']",1,0.6,631.41,1.0
atgal,N,5,"['at', 'g', 'al']",2,0.4,554.08,0.97
aths,N,4,"['at', 'h', 's']",2,0.25,550.42,0.97
atkang,N,6,"['at', 'kan', 'g']",2,0.5,581.3,1.0
atrim,N,5,"['at', 'r', 'im']",2,0.4,623.95,1.0
atroer,N,6,"['at', 'ro', 'er']",2,0.5,565.82,0.97
atroop,N,6,"['at', 'r', 'oop']",2,0.5,615.08,0.97
ats,N,3,"['at', 's']",1,0.33,620.79,0.97
atslond,N,7,"['at', 'sl', 'ond']",2,0.57,601.97,0.97
atter,N,5,"['at', 'ter']",1,0.6,636.42,0.97
atzas,N,5,"['at', 'z', 'as']",2,0.4,589.55,1.0
aulaars,N,7,"['a', 'ul', 'aar', 's']",3,0.43,604.59,1.0
auleer,N,6,"['au', 'le', 'er']",2,0.5,644.97,0.97
aupurg,N,6,"['au', 'p', 'ur', 'g']",3,0.33,561.34,1.0
aurast,N,6,"['a', 'ur', 'ast']",2,0.5,639.47,1.0
avels,N,5,"['av', 'el', 's']",2,0.4,594.53,1.0
aven,N,4,"['a', 'ven']",1,0.5,628.68,0.95
averst,N,6,"['a', 'ver', 'st']",2,0.5,668.36,0.97
avinst,N,6,"['a', 'vin', 'st']",2,0.5,576.36,1.0
ax,N,2,"['a', 'x']",1,0.0,586.0,0.92
azems,N,5,"['a', 'ze', 'm', 's']",3,0.2,630.13,0.97
azzes,N,5,"['a', 'z', 'ze', 's']",3,0.2,567.69,1.0
ba's,N,4,"['b', 'a', ""'"", 's']",3,0.0,649.29,1.0
baadgaard,N,9,"['b', 'aad', 'g', 'aard']",3,0.56,722.79,0.97
baadstronk,N,10,"['b', 'aad', 'str', 'on', 'k']",4,0.5,727.83,0.97
baadwerk,N,8,"['b', 'aad', 'werk']",2,0.62,710.69,1.0
baaf,N,4,"['b', 'aa', 'f']",2,0.25,689.67,0.87
baag,N,4,"['b', 'aag']",1,0.5,643.64,1.0
baagt,N,5,"['b', 'aa', 'gt']",2,0.4,633.84,1.0
baaiend,N,7,"['b', 'aa', 'ien', 'd']",3,0.43,798.0,0.77
baakschap,N,9,"['b', 'aak', 'schap']",2,0.67,687.05,0.97
baam,N,4,"['b', 'aam']",1,0.5,693.72,0.95
baamde,N,6,"['b', 'aam', 'de']",2,0.5,721.7,0.82
baamgriep,N,9,"['b', 'aam', 'gr', 'ie', 'p']",4,0.44,649.78,0.97
baap,N,4,"['b', 'aa', 'p']",2,0.25,586.18,0.97
baarsen,N,7,"['baar', 'sen']",1,0.71,775.04,0.69
baarsten,N,8,"['baar', 'sten']",1,0.75,825.97,0.95
baartlui,N,8,"['baar', 't', 'lu', 'i']",3,0.5,693.81,1.0
baastman,N,8,"['b', 'aast', 'man']",2,0.62,708.47,1.0
baatmerg,N,8,"['b', 'aat', 'mer', 'g']",3,0.5,671.28,1.0
bab,N,3,"['b', 'ab']",1,0.33,651.86,0.97
bacht,N,5,"['b', 'acht']",1,0.6,778.61,0.92
bachten,N,7,"['b', 'acht', 'en']",2,0.57,712.97,0.92
bachter,N,7,"['b', 'achter']",1,0.71,658.0,0.95
bachtjes,N,8,"['b', 'acht', 'jes']",2,0.62,674.62,1.0
bachtte,N,7,"['b', 'acht', 'te']",2,0.57,731.11,0.9
bachtten,N,8,"['b', 'acht', 'ten']",2,0.62,720.91,0.92
bactris,N,7,"['b', 'act', 'r', 'is']",3,0.43,652.13,1.0
badgad,N,6,"['b', 'ad', 'g', 'ad']",3,0.33,718.39,0.9
badhots,N,7,"['b', 'ad', 'h', 'ot', 's']",4,0.29,654.32,0.97
badsen,N,6,"['b', 'ad', 'sen']",2,0.5,666.84,1.0
badses,N,6,"['b', 'ad', 'se', 's']",3,0.33,611.56,1.0
badstaard,N,9,"['b', 'ad', 'st', 'aard']",3,0.56,855.54,0.82
badu,N,4,"['b', 'ad', 'u']",2,0.25,596.54,1.0
badwiep,N,7,"['b', 'ad', 'w', 'ie', 'p']",4,0.29,665.15,1.0
baf,N,3,"['b', 'af']",1,0.33,724.12,0.82
bafdoe,N,6,"['b', 'af', 'd', 'oe']",3,0.33,607.59,1.0
bafel,N,5,"['b', 'af', 'el']",2,0.4,627.82,0.97
bafin,N,5,"['b', 'af', 'in']",2,0.4,615.26,1.0
bafjes,N,6,"['b', 'af', 'jes']",2,0.5,705.44,0.95
bafrand,N,7,"['b', 'af', 'r', 'and']",3,0.43,605.49,0.97
baft,N,4,"['b', 'a', 'ft']",2,0.25,705.6,0.92
bagden,N,6,"['b', 'ag', 'den']",2,0.5,632.7,1.0
bagen,N,5,"['b', 'agen']",1,0.6,701.47,0.97
bagjus,N,6,"['b', 'ag', 'j', 'us']",3,0.33,617.44,1.0
bai,N,3,"['b', 'ai']",1,0.33,601.59,1.0
baims,N,5,"['b', 'a', 'im', 's']",3,0.2,588.55,0.97
bair,N,4,"['b', 'a', 'ir']",2,0.25,662.2,0.92
bakhoed,N,7,"['b', 'ak', 'h', 'oed']",3,0.43,713.82,0.87
bakke,N,5,"['b', 'ak', 'ke']",2,0.4,704.49,0.92
bakmuits,N,8,"['b', 'ak', 'm', 'uit', 's']",4,0.38,731.14,1.0
bakmuw,N,6,"['b', 'ak', 'm', 'uw']",3,0.33,598.55,1.0
bakstel,N,7,"['b', 'ak', 'stel']",2,0.57,701.67,0.72
bakstels,N,8,"['b', 'ak', 'stel', 's']",3,0.5,781.7,0.87
bakwerk,N,7,"['b', 'ak', 'werk']",2,0.57,736.31,0.38
baldet,N,6,"['bal', 'de', 't']",2,0.5,679.05,1.0
baldien,N,7,"['bal', 'dien']",1,0.71,638.61,1.0
baldin,N,6,"['bal', 'd', 'in']",2,0.5,671.79,1.0
balept,N,6,"['b', 'ale', 'pt']",2,0.5,607.16,1.0
balfuwt,N,7,"['bal', 'f', 'uw', 't']",3,0.43,612.26,1.0
balgert,N,7,"['bal', 'ger', 't']",2,0.57,605.41,0.97
balget,N,6,"['bal', 'get']",1,0.67,626.26,1.0
balig,N,5,"['bal', 'ig']",1,0.6,774.77,0.82
balik,N,5,"['bal', 'ik']",1,0.6,566.5,0.97
balin,N,5,"['bal', 'in']",1,0.6,639.17,0.92
balla,N,5,"['b', 'all', 'a']",2,0.4,645.71,1.0
balle,N,5,"['b', 'alle']",1,0.6,750.27,0.85
ballpicks,N,9,"['b', 'all', 'p', 'ic', 'ks']",4,0.44,638.58,1.0
balme,N,5,"['bal', 'me']",1,0.6,602.21,0.97
balven,N,6,"['bal', 'ven']",1,0.67,589.95,1.0
bam,N,3,"['b', 'am']",1,0.33,698.37,0.74
bamaat,N,6,"['b', 'am', 'aat']",2,0.5,611.84,1.0
bamdees,N,7,"['b', 'am', 'de', 'es']",3,0.43,605.42,1.0
bamen,N,5,"['b', 'amen']",1,0.6,685.11,0.97
bamier,N,6,"['b', 'am', 'ier']",2,0.5,651.82,1.0
bammen,N,6,"['b', 'am', 'men']",2,0.5,696.47,0.95
bamp,N,4,"['b', 'amp']",1,0.5,564.46,1.0
bamser,N,6,"['b', 'am', 'ser']",2,0.5,607.79,1.0
bamweg,N,6,"['b', 'am', 'weg']",2,0.5,618.3,0.95
banbons,N,7,"['b', 'an', 'b', 'ons']",3,0.43,704.68,0.97
bancon,N,6,"['b', 'an', 'con']",2,0.5,771.68,0.72
bandins,N,7,"['b', 'and', 'in', 's']",3,0.43,636.87,1.0
baneer,N,6,"['b', 'an', 'eer']",2,0.5,627.51,1.0
banjaar,N,7,"['b', 'an', 'jaar']",2,0.57,648.57,0.9
bankeert,N,8,"['b', 'an', 'keer', 't']",3,0.5,764.03,0.87
bankhaaf,N,8,"['b', 'ank', 'h', 'aa', 'f']",4,0.38,676.81,0.97
bankrein,N,8,"['b', 'ank', 're', 'in']",3,0.5,731.58,0.97
bannens,N,7,"['b', 'an', 'nen', 's']",3,0.43,642.94,0.95
bannons,N,7,"['b', 'ann', 'ons']",2,0.57,668.17,0.95
banon,N,5,"['b', 'an', 'on']",2,0.4,734.71,0.79
bans,N,4,"['b', 'an', 's']",2,0.25,717.22,0.97
banze,N,5,"['b', 'an', 'ze']",2,0.4,593.79,1.0
bap,N,3,"['b', 'ap']",1,0.33,639.86,0.92
bapen,N,5,"['b', 'ap', 'en']",2,0.4,609.84,0.97
bapje,N,5,"['b', 'ap', 'je']",2,0.4,650.74,1.0
bapjes,N,6,"['b', 'ap', 'jes']",2,0.5,634.37,0.97
bappen,N,6,"['b', 'ap', 'pen']",2,0.5,632.18,0.97
bapte,N,5,"['b', 'ap', 'te']",2,0.4,615.03,1.0
bardjas,N,7,"['b', 'ard', 'j', 'as']",3,0.43,720.09,0.92
bargaart,N,8,"['b', 'ar', 'g', 'aar', 't']",4,0.38,638.68,1.0
bargdall,N,8,"['b', 'ar', 'g', 'd', 'all']",4,0.38,600.76,0.97
barhoord,N,8,"['b', 'ar', 'h', 'oord']",3,0.5,657.03,1.0
barin,N,5,"['b', 'ar', 'in']",2,0.4,755.07,0.79
barkje,N,6,"['b', 'ar', 'k', 'je']",3,0.33,673.83,0.95
barkjes,N,7,"['b', 'ar', 'k', 'jes']",3,0.43,697.71,0.92
barmde,N,6,"['b', 'ar', 'm', 'de']",3,0.33,667.37,0.9
barsen,N,6,"['b', 'ar', 'sen']",2,0.5,779.62,0.72
barte,N,5,"['b', 'ar', 'te']",2,0.4,666.13,0.97
barten,N,6,"['b', 'ar', 'ten']",2,0.5,705.28,0.95
bartjes,N,7,"['b', 'art', 'jes']",2,0.57,730.06,0.92
barts,N,5,"['b', 'art', 's']",2,0.4,660.56,0.9
bartte,N,6,"['b', 'art', 'te']",2,0.5,649.69,0.92
bartten,N,7,"['b', 'art', 'ten']",2,0.57,689.18,0.97
barzier,N,7,"['b', 'ar', 'z', 'ier']",3,0.43,632.94,0.97
basbaal,N,7,"['b', 'as', 'b', 'aal']",3,0.43,685.54,1.0
baseft,N,6,"['b', 'as', 'eft']",2,0.5,622.53,0.97
basmes,N,6,"['b', 'as', 'me', 's']",3,0.33,647.14,1.0
basoopt,N,7,"['b', 'as', 'oo', 'pt']",3,0.43,597.67,1.0
bassat,N,6,"['b', 'as', 's', 'at']",3,0.33,591.08,0.97
bastet,N,6,"['b', 'ast', 'et']",2,0.5,646.49,0.97
